標題,連結,來源,時間
宮崎地震｜日本當局上調至7.1級 發海嘯警報暫未有損毀報告(多圖有片),https://news.google.com/read/CBMiugNBVV95cUxOQU82c0Z2Q2xlV0xWME10cUJqUWVkUW82U2hRMDA3T0w4NWt4QkswQ3VHSXM3OVNTaGNlS1pHbW1wMTFveXNvaGpYODhQRklLaEQ5dHNnbGRkbTdVZ2NBNVlGSFpLNHJES1BGaU5PLW10ZkRMcEVybm9ja3ExNkYtbEl2SnpXa1RncmFGczRwaUcwR28zbE1qOV9tblJvZGZsN25GbkRiWmtZWnNHOHFObXFaTEc2c3pETUJ3TldZQ0xnY0RPVjFJSlVVM3lmZjJBd3FoUFRMcG1jeGhVYUFjZkJhRTJ1RGFqRmRPQ2MxU1pFMkRvWXZBTkctU2E3TG5XYnFrcFVkS0dkSEZVZU94Z05lejhqRzNnMXNnVFpPVk5VMHlhS25EZVk5LWZ2eFlIdFgwdDBjQ094SnRzN215c2VjMG1uWGlXN0tkbzhXTmgtdVREM3BYOEJuTlUwNXFKWGFPeVQ4WVdwWWpHYnF1eTdJUVgwQjQ3Nk8xSDR6S2JaYUJVR1BrbHVoQ0pHS1RwTVozSEV5am4ydXVNc09SNklKdnp2cHBraWxZek9hMXNreDQtN05pUmVB?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,AM730,2 天前
日本神奈川縣地震規模5.3 東京也搖晃| 國際,https://news.google.com/read/CBMiX0FVX3lxTE96VG92UTluZzg0Wm5GekdvZHd4Ml9wd3YxcDJqVkwzMEVibXVldUtfeWMtODlrSjhGQjhSNC1MZTRfbWRES2pkVFNnbzBHSm5vVXNoSWZ2UldIUzZzOF93?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,15 小時前
日本宮崎縣大地震 高市特搜國際輪值救災動員整備,https://news.google.com/read/CBMiUEFVX3lxTE5tREVEQVlFMl9aVVZqQ3lGYUktWDBvXzNMYTJPeFA4OEVzZnNKcGV5Y1docnVWS2IwVHJDTFI5Z0FtOEtaMTRVby1xMUwxbEVG0gFWQVVfeXFMT1RsaG94VVhhSHV5Q1ctWlJGcTF2eEI2Q2RWQnZCbklMalNrU0ExLXN6dS11V3UtRm5FODRfWDRDdGRwRDNpdl9YQjhuOEJBSGlmUlM3TlE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,聯合新聞網,昨天
403花蓮強震嚇跑20萬外籍旅客 日本減少近7萬人次占最多,https://news.google.com/read/CBMi5AJBVV95cUxOWmhOWXlHaFJVWlpYSXlYa3oyMmg2QTA0QzlTVXhYMmNjNnRJdm96anpRcHVVRkNQMF9GTUw4M1JjVG5McDVJT3paQS1JY3hybndyZjducTNEa25LVjFMalRTaUw0QTdxaDBvMGNYSzJPQS11RkVFRGdWS3BObV9JMmNoOUl0b1oxWG5RWHpfeTUtN3J6eXM5dkhMRjlWUTNlYjJwRWdIYUZQN3VFNTZTLURaaUtkVFRCNkoyOFNFbEwzZEUyelZqeWFoWUZaTzdnRl90T1FGMDJOdVlxQzRPQ3VjODhUQzZBTTNTLW00b0xFMS12NkhCeTMtdkhfdTM3cVpORXRNYnlBYzQ1c1JpSUNJY0VjV1MtWTVJYzI4bHpMVEpXU1AtY3lXLUZ1QnBZUE5iUjZSdjNFX29Hek8zb2VwNXFmcE0ydno0N3VuUzN5cFoycV9YSWdPZUVnandMdER6cg?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,7月11日
【國際新聞】日本九州外海7.1級地震3傷 五縣發海嘯警報,https://news.google.com/read/CBMid0FVX3lxTFBoaFFPYWh3dXhkemdKOGdjNUQ2aWNIcFRfNGJ3RUxWalFLQkxJeVlGMllMWWI3VmhsSTJnUE5DWlBtZE5FbUtVbEliVUhMNURyblowSkYxQ2ZsSE9rYnFrN0RGNUcxVlctQXFtd0hXMHdKZ3pfWTRN?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,KTSF.com,2 天前
日本7地恐現1公尺海嘯！當地下午4時43分規模7.1強烈地震| 國際,https://news.google.com/read/CBMiWkFVX3lxTE5QRjN5TVRyN0dqWG4tXzE3M0hjeDFqX2ZBUEpZNDJmMTZlODY4MHJZaTRMbjZUcVd0TGJCRThCVjVGX1dWVzFtRnpEcy1YbVBPVUZBVW85VVNtZw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Newtalk新聞,2 天前
快訊／菲律賓發生「規模7.1地震」 未發布海嘯警報,https://news.google.com/read/CBMiXkFVX3lxTE9kRHJ2SWlvU1pob2p5T3dJbjkzMDJMWnB0LXI2bXZwYTRlQVoxTnVwV01ZWW5hbVZUQVJRdzJyV2JWZkpvWmJ0VFhFR296S2FLQ3Y0SG9kQllCV1lYZnfSAWhBVV95cUxPR2I1ZEViUnVRYkh3UHhXak1XbTZqeFpOSUNvcTFQLVlmZV9za1VuYUhkR3hhSFdwWndrRmtOTTA4dEtlOTZMTGpwYnEwY0xnTjBzQ0ZKSTNLcGY2N0xuZXFXajhBMG84aA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,ETtoday新聞雲,7月11日
快新聞／大地震重創台灣觀光業！4月國際旅客銳減逾20萬人 李孟諺回應了,https://news.google.com/read/CBMiYEFVX3lxTFBTY2hOVzdzMjRJcGp3ejQwaWVKMVFObkZJdDJtdnNGc01CYlNCUVhYZDRjM2VlVVZoRDFxRldscXBRd2tNdDZRRTUwakt6YWVvOUFPcXdNSldibzdLVVowLdIBZkFVX3lxTE9OV0J2MnhVLXJwVmRQUVpmZkY2Ulh4SDZBVXFTNEhYQmhCWnJYUnh6TExncGZXZDY5TnIwczh0bzdjSjVIbm01aWI4eVU1SnpFUXdTUFJreFYxM01rbGk5WC0xUlJqdw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,民視新聞網FTVn,7月11日
0403地震後國際旅客減 李孟諺：已推旅遊補助、加強向國際推廣花蓮,https://news.google.com/read/CBMiZEFVX3lxTE1xYndkeFlveUw3U21EcjVhdDRiWVk0SFh0aGU2Q0d1RDlZbHlrakZfaGhKckNQME5Kc1hzQzRROVE4QW1ZdzhjNktsd0tzNmp5TTNISXV2VklTV2xvSjRxQnJQWnTSAWpBVV95cUxOdVdkblhMZXhhQXFJQlpmYlVEM1Z3UUJ4a21uTGZ5elExZUloZklpZjJDSlp1TFF6QU9yMEk1b2RhTEpzRHl3YzZQTWR4b3FYM0JlZVlOaktudHFiaFp3a2kzTUdSdlEybnBn?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,自由時報,7月11日
台灣花蓮秀林鄉又再地震| 精選 | 即時 | 國際 | 2024-08-03,https://news.google.com/read/CBMiwwFBVV95cUxOZTlONlpZNEZmMVZ2NEk1UGJWT2NFTHJtemhHbkEwSHVvb1RYWE5WMWlwYzlDeGY3ZG9tVEpvVU0wMURqRlVJRHZMYzAxMVY5U0EzZU1tRkNLSVV0YXhNRWZjYzdlc2U1aFpMY0UyQ0U2TG9BOGtTUGxESlpISnZkem9pZXBVVXJaZ1hDX04xbjk1MTBSOUJ3U3YyTzZIaFVhUmY1VFRBd3FaVTdlclYxTURHTkhhZmNCNk1lazJNYVExWVE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,光明日报,7 天前
0403東華地震火災損失慘重 國際期刊出版社Wiley提供線上電子書給東華大學免費使用 7月17日舉行授權儀式,https://news.google.com/read/CBMiT0FVX3lxTE5BTnYwMngtMTBHU2FzeXRVcFlhTWVLcEZ4Szd5UmZOMExhc0ctcDBFRmJBcmVkdFVITTR5MTNPTDVBMUV0NGNFakREMy1BdGs?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,更生日報,7月17日
日本宮崎南部地震規模7.1 最大震度6弱,https://news.google.com/read/CBMiX0FVX3lxTE1KQzUybldzUGVDNFhHckdLQzRMZmk4UkpQTi1qTEY4OUp1c3YtaEdyOVIzUGNkWXE3enBaLWRzUExQQU5pQS1uNU9mdkQ4cEVBSWtJeEVNMGpLZG53UHpn?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,2 天前
秘魯南部海岸規模5.7地震 無海嘯威脅,https://news.google.com/read/CBMiWkFVX3lxTE9kbDVVMUhPSllKanRXSE96ZTR2OWsxeHp0YkF3d0gyNVdqY2tLLXd5dUxoMFN1bmdLd3FzaldxVFNmME9sS1RkSTd6WFNmOHNHcUF2cTl2dWVEd9IBX0FVX3lxTE1SMTVxM3hlSGJqUlRSU1dYUmc5alhZRzJ1SnRndHJxSi1kSDF4ODhKUUdkZkJlUnpWM29Gamt4czhzZDNRelpwUGpoWTdDUDZpVENTMjhFaUFtZGRrOXBj?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,經濟日報,7月12日
0403地震衝擊台灣觀光！4月來台旅客大減20萬 交長說話了,https://news.google.com/read/CBMi2wJBVV95cUxPSlpqcEZURzIzaTFlMC0zUWhkRXlOSXFxLUJ6MUF1NFR2WWFHYnd2SFBpR1JEU0U5WkhacWxscjNUNUJXS0dldVpBOVk1RFM3dnNKcUIwRUoyWjFGX0FpOUUxbjBaNkMwb0Zqdk9vYnpoZGNXakdMRU4tNXNLdTE2X3lJamtYdW1pVm43TGo0M3RsVEhJM1pqSURLTGYyMzIwNGQ4aG1ncjN1dWZ3TXFseTZFb1ZFZ3VrRExMZzg1aVR3R3I4OGpWSTVnVTFjazJ5WTI5NFpjM1NKdWp1MWJXLTNTUkF1SmthUzMwNVZKSEo2Y3hjWDVrZnE2MGhXRmJ6ZmkzSHAzbFJDWWFpWjUxM2g3ajlqdFRvT3pSTmF6V3g4V2UwUkdReS1LNERBd3lJRFZuMW0tV0l5ZWRpbk5XeFM0ZDFmWkIweEJlS25zbEhnd2pJLXh4b0RlTQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,7月11日
南海海槽地震警戒 日啟動避難,https://news.google.com/read/CBMiXEFVX3lxTE1qRmg5SEVGSklkZ1JIVi01d3lISWJTUVdRT1BKZU05ajl3ZVl2TlhORU1JSUoxbE5qVXRYbFEyRC1QWjVpSnFuRS1uVjg0X0JHY0hvOTB2TGhSbEZD0gFiQVVfeXFMT3ZRdDFIQ0dYbUxOX29iSUVJMERkbFpFZ3I1WDlvUWNTYnRFZ1h5bXdybGgtVkxMOFB5cDV4UUMxc3FOQTFvOUNLVWdQSlpScVRCLVhFbDhkQlVUQnlGZ3JEQVE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,自由時報,6 小時前
【國際新聞】日本神奈川縣5.3級地震 學者料與宮崎震源無關連,https://news.google.com/read/CBMicEFVX3lxTFBLY2QyYm56YlVmZFkzbG1SZWVPSklJYUxndU9nSUtkMlZFVVZERHpISHkwNmdYemY4a0NXZ005M1JsX0RwN0Nudk0zNlhsWWVWU3E5djZTQkNkUUExZHQtNHcyaDJCdTFCcEllc3hrN2s?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,KTSF.com,11 小時前
台灣花蓮秀林4.1級地震| 精選 | 即時 | 國際 | 2024-08-02,https://news.google.com/read/CBMirwFBVV95cUxPUTZMMklwZTNUVEQxS1d4RTFHZjdkMnFvTmdKaGRHMk9ZcGVuaXl0dlRETjJLWVlDYzJWcEtBV29jUm51Mk9rbHlNVGVtblZHYm8xTVlETU9xc3hhR28yOWpEbWxSc2NPSXVYaTlyMFVPdTFWNkc5bWpBcUQ4dVZPZnVnWDk1em9hSEdWSC1MRUhYcU1ITF9zUWN3cnJPdy1ZdGprSWllSWJiMXhSY2Jv?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,光明日报,8 天前
日本九州外海地震規模7.1 發布海嘯注意報| 國際,https://news.google.com/read/CBMiX0FVX3lxTE1VaFF2VU00MFVodm94eVpicmxySTdsdWJhVmFZRXpfLVY5XzZqUzhhQ1BFNk93UnVjZG1lTkU3Q2VMM2dENWVjUFNGcjNreXNtQWk4RG9IUUJCY1hualU4?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,2 天前
影／一千萬國際旅客來台恐落空 李孟諺：地震軍演影響,https://news.google.com/read/CBMiUEFVX3lxTE1aa3d5RDYzY2RUcnBPdjg4NGFsRWFQWTNPOTVGOWFDRXZKOE5MVWJMLW81WFo5ekhsSV9ESllwTzlfaDBRdndYVGc1cXBsMmxm0gFWQVVfeXFMUFlCRUVnN2xwOWdBR3ltNGZ2RmtjeUlZZmlNTkpkRE40MC1IV0diTEgzeE1JWHVNWjZZdVo3S2poQ0JiWjJvOVM2ZnFPeHB0U0xaM0UzcEE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,聯合新聞網,5 天前
南海海槽地震機率增 日本警戒7天,https://news.google.com/read/CBMiVkFVX3lxTE5KeUtQeWpQdk5pS0JYTzNxYk5QSHFNRVZtSmdweGVucGJpcm8zWDg2XzZVZ1pwM1RXbFBuNzVOT0ZINHBBNHhnOGhQMzRHYTkzQUdLVlFn0gFWQVVfeXFMTkp5S1B5alB2TmlLQlhPM3FiTlBIcU1FVm1KZ3B4ZW5wYmlybzNYODZfNlVnWnAzVFdsUG43NU5PRkg0cEE0eGc4aFAzNEdhOTNBR0tWUWc?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,聯合新聞網,6 小時前
地震颱風「嚇跑7艘郵輪」 花蓮港國際客恐跌破萬人,https://news.google.com/read/CBMiXkFVX3lxTFA4NEhTMnpfdDlvbzkyOEg2bTBxaC15NzJWN3p0R0RwRlBNX0l2R3RSU0lMeTdJUmpjR2wtUHZOVlB6RnJIRTQ2dllVd3ZTWGhENHpxZzhnZnJjbUF5YnfSAWhBVV95cUxPWjZLMzA2blpKWXpMelppa2ZCUUdaZklpMHBxbnhaVmxDRXk0eERRMUwwM1UtZExMYkZZcWJzeXJOTFZhb3ljeUd5bENkLWdCMllHS1BPcUFYak96bW5qd0VFczR0dnJscQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,ETtoday新聞雲,9 天前
秘魯南部海岸規模5.7地震 無海嘯威脅,https://news.google.com/read/CBMiW0FVX3lxTE55Sk5MWlhiT1l5TnFPajRjWkJWZ1FPaV9Od2lobmpnMkdFQ3Z2X0ZycElmd2ZZQndDamZxVHhOejljRlR0U2RPTEowcW5Kdk50WHB2VVRLYlZyWWfSAV9BVV95cUxOWDJxN3dRNEZrMG1XT19vT0dvQjlLLWdvcXJkbWtvcnQ2Y181ckdhTFhxckZiX2lKYVFVS1l1QnJlWV92dGtEdHhhbGxvME1mQWVPR1NCWVB4YndLT2RySQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,三立新聞網 Setn.com,7月12日
今年至今僅430萬國際客 交長：推機票買2送1、花蓮每團補助5萬,https://news.google.com/read/CBMi8wJBVV95cUxQVWV0TS1SOXlENzA5dGpac0F3VnFFWUtxck8zdkFOMGV0V3VYeWtUeTJGOEw0U1NFS0RyRlB0c3JZSm05QUZzbWdLUzBVRWNDS3NQeGNKY2FOR0pELU1fM2tsYndSMl9vRnRpTXljUEd0T3prd3dESEIyM1E4MmozMjRYYk9nUHgxdTFuWjhNcWxkckhmVUVrS2Z2c1h6Y2tIMklOR0tEZU0xcVF1VUVpcGhmSTZGc2RMeWZYX0ZDNEFXOU1xbU4yYkRUc0FsLV9qelo0Uk5kcmxnWW1abkFueTNVVDlQckU0dlVHcXFBN1F5bGEzYnBvaUJoNkVwUmVZVFVoeWw3aW5rTnlCUTZUSHRvekRnYlJfM3R0b3Y3M0N3YmxkYVduUUR0YkhIXy00eXpTZkdIQ1NJcUVyTlNJcWRmdXhWR1o0TnlaOTJBb0Y0WW0zYjVDMmo0a1VOU3dXZnlzQVZTNHhnTHZwZlZVd0JTZw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,7月30日
颱風地震中共軍演 重創台灣觀光形象,https://news.google.com/read/CBMiYEFVX3lxTE1zSzlNWmlPcTBybk9SenhyS0Myc0ZzQVUwYlNIZ0R1NTNtRGhjYXBMdVAydm5CN3Z2QXJIWXBWdnlVb3I3S2lXbkcwX0NpY0tUb0pYeFY4dzdsZi1qQThkd9IBZkFVX3lxTE9vT1BvUG5LeUIwV2dwb3lmTzNCWVpCWFFpSURKUjZHMC1VcEtEbVU2S2FHeFZNQy1HaHZxRjNCeGFkXzdIaS1Yd3A1Sng4WWZPYUY3aVo2YWZpMm14ZlhCV3ZjdjZsZw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,大紀元,7月30日
日本強震後發布「大地震」風險預警首相取消出訪- 國際,https://news.google.com/read/CBMicEFVX3lxTE9PZzNZdld5SC11ajJZenNTbW9YeXRneFRlZ3JWTHlYbnNaSktfcnBIN0xiTVg4cVFEWjJmNkMtSnFLT3h2UXBTdHR6SGZmMGo3Tm9XLWJVVGZyY08zNjdzclJpUHJRamhhTGpfTTc0SWw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,大公文匯新聞,20 小時前
「南海海槽」登日本熱搜 官方推演強震死亡人數逾311大地震14倍,https://news.google.com/read/CBMibkFVX3lxTFBBNUxtNTBNVmgzWTNmWTcwd0I3WGRrcWJBTmpHc3ZhZjdGQjZjMnhDdkJqazNCQWVGR1VKWUgyeG0xTGdyU3BDZkFfQmc0US1udjE4TTBUZlZQbkdKSUpHWmhHOU5ENTh3TmFqUkNn?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中時新聞網,2 天前
地震颱風影響旅客數 交通部推優惠方案吸國際遊客,https://news.google.com/read/CBMi_gNBVV95cUxQVGY4aFNUMXFPbTdXNkxjSDJhNGRydzBOYWVLY2diYmlmMnRIMHNiSFBVcm5GMEVMRW1CbHBpMzlHYW9UczdwWVdLeTRDaUxUb2ZqblBEcVBCbnRHendpX0hYOFVIb3BNY01sUjh2UUJ4UGJjRFZnWU1ILWppRzZXZmVmOEpfZkgwZW9Ybm5SNkJ2cURvOEhiekdBbTlLbGprMUE0T1Y3M25OcXFLZm4tbkRPbWdVdTFuWnIxVnRhaGdqV1F5cHVNVlpMcTltVzRwb1RybWRiZHVNRERYMUJfRk44bkVnWTZpcnJ4RVB4dk9LLVN6VVZtcTBjUjhVWk9GbDd6LUJKdzBodTJmTFFnWEFZS250clU3Y3RGMjNfZGVMU0dDdE1yT1dZejFweEdmNjdQQTBRT3cwVWRHTnl6bS1wOFkwMGlTNjRWc3dOVDhOa3FpbzdjVmcySDV0RHhjQ1RwWVZGRjVDWUlJMVJSeGlXcGFpUjFzRkZlX29MazlnZFFYMG1BdVgwcTd3VHVhdWlSLUwtMzNaRTBTakthOGp5eWtSOV9HUjItMDVYaVEzNGI4OVhCRDZXNWdmbVA2WjFCUzVSYlZnT29KRUNsMHhnVmlGUjRmM05SUFk0d0V3cF9ITFp1OWNCYUtlVGYyVExEcmZpTzJVc1dDVVE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,MSN,7月30日
這3因素害國際客減少來台！ 李孟諺曝：地震、颱風、中共軍演,https://news.google.com/read/CBMiZEFVX3lxTE5HUEhuMVkwMmFaYzZJV3lUSVpDc1pHck1LVlRXX2s0cjBZb2N3cGpWUThnNnItVW1uMk9pVUo5V3hxUEExNDc2SjJKQ1Y5bUx4TGpfVWY4MEdkd0s0NU0wM3dfZWzSAWpBVV95cUxNSzhHS2p6cXBkUUY5ZEVWSFpoeFV1S2RVTi0ycElFN2ZwUTNyc1NNSGRUZWdVX1VsblkxQkhXbDlYajBXQVRKWTVKVTVUbk43S2FXd0w1RUJlSzhHNFVUb0NrQWdMZ1B1Qzln?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,自由時報,7月31日
日本西南部對開7.1級地震 據報宮崎縣3人受傷,https://news.google.com/read/CBMisgJBVV95cUxNbXplMXFlQWFWMlNWakVhS3NWeWpaa1BmTld4TDk5dVRkRmtwa3FVX2dHQTVMbGhFM1lKQXVzaFYzZjBNN0JUeXp0Z1Z0ZnA2NnN0MDVFcWlWanpDTk1YWG8xdXRxb19NbmtGc1UxcklPUDc4amxpM1VXc2RNMTlpQUdWbnNpSlItSXk2cmQybnh4bGpwVmVUQkZILWJzYUs5RDhmZkNqazVFdVhKMjM4cEs1UVNWZmRLcnFQWkx1YkdldXY1d0RGOGZYRGc4aERsZ0w4VXRHYWxHS0M3S2VBbEF1TnFCTmJtX2VlX1dVNVFYTEp5MTNvVy1qbGt6Nmd3NjNoU1JOX3k0OHY5Y0YwcTRXTUh0UmFDeDVDY2c4ZHVDODVxYXgtVlNFT1NmSm5Hc1E?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo新聞,2 天前
菲律賓06:23發生規模6.8地震 深度僅25.8公里,https://news.google.com/read/CBMiZkFVX3lxTE83NzZ3b1pyWllsSzR5UlppcWVKMnB6b01sbUk3ZmRKeHVEaU0xWkdER2RiaGdQV2hEaEVqZ1pLakZFZmR3UUUtOEprbThJT2hkRFFnQUhMcVhqdUM5SzcxTDJGTE1Qd9IBa0FVX3lxTE5QV1dCV29IZTluN1pYTElJaV9xclcteFluTXJpVUtuSUZOeDZHa0FBRVZnRHZYc0sxMlhNVFg5TG1XMEVVV3NmdHpwa1NYOVhJMjg0cjcyUk5wWnktbWtSMnF1dnVhR1IwaVhB?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,自由時報,7 天前
岸田文雄憂心大地震取消出訪坐鎮日本| 精選 | 即時 | 國際 | 2024-08-09,https://news.google.com/read/CBMiiwJBVV95cUxPekFoTjViN3c5cE4xUHF5S2dYU1FvZ2hkdzlZSjM1cHpWcnBWa3ZJalpTMWQ1clVNaGVWek1iTTZqbXNTUDhkbmtkd09pNWoyekNESFFtUTEyNTJqRlVJWGJaX1hnYlV2eUZZU0VwNnBLWHZoZWNpRnRFeUpGVUc3aWlDaW4zdEVSenZ1M1lraFo2RUFZajU0amxpbll1RldnNjl5ZE1qblRYTlNKZWR5X2RZOWtraHlwanpWbEh4MDNPejhzY2dQbG1vekVxRjJhbFJsVGV5THdqV2dYWnpXMy02a1lYN3R4VlpyVUFKYnFiRTlUdk5taG5hdTdhc3RKTjQ5T0ZwMFFNcFk?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,光明日报,18 小時前
日本神奈川縣發生5.3級地震| 精選 | 即時 | 國際 | 2024-08-09,https://news.google.com/read/CBMixwFBVV95cUxQRzZhUFNpVE9PaGdPanY5RUdsVW1zNjFwdlNlTkotMEZGYmM5anlNZjhGNHRMUTk2M2lISkpraGNDekFPZEYwY05CSVlacEV3MGxjdmlWMTNoLVQ2ZU9tRnV2VHpyZHR6dFdoX1lFY2dSWGlmWDBseWVKVlVQalBlX0xaWmJHR1k0YU5DclZfY3U0bDFKYzZtZ0x0RDNsUk9pMmFOSDBmUWZ3SzZZanRXZmRibGN5UXhDR1lSNUlMd1JhOFYwdHpn?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,光明日报,15 小時前
日本氣象廳發出南海海槽「大地震警告」 死亡人數或達「311」的14倍,https://news.google.com/read/CBMiwANBVV95cUxQbmtKWkRwMHJEU3pHS1puZVU4RHFBMC1HRDNKa2kyS01zSTRQaTd1dWJGQzEtOW9OSmNnek82NnhwYW9FR2lRV3pTd0FxWGVuWjAtTm5WZXRsQUstdXZaUG5naHMzVFJQa0p1aGJ6eWJkLWtFbVk4bU92SDdwRkNWWDJyeG4yOFNJWklYXzJ2OF9peG9KRkIxejRrdkFrdHdPZWlYOFVFRDFKT2ppTFREOWdGYTV6bEJoUG1TWThiUTBvU216MENhRXQwOGlsb3hNbWttMmVXMWxwUUpTMjlxd0dFNGpxX2F0MDFVaXY1SlBKOVh4UjFiS3F0VnpmZ0Njek9wczd1emYtRTBjMVVDTXZxcjdad19BMGpuYVdPV01yNWVUWmdXeFYtWVdabUw5STdSVE45THdaemh5UVZ2bDFVSHhqSWZ6ckJaN3NSbjdWV2IwbjhQbTFnd3RVcDJnUWY1ZVV0cWZYY2ZFWjRoTnFveXlhRl9PX3IyN01HOXRuTDZ6SUl4VldFWXpBMVhnR2dmTm9GMmFWakVrUF96X0JzUUhUV0gwcDZUQkptRHZjbk83NzFNYXlCV1A4U2pn?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,星島日報,19 小時前
擔憂大地震日人瘋搶瓶裝水| 精選 | 即時 | 國際 | 2024-08-09,https://news.google.com/read/CBMizwFBVV95cUxQcndORy1INE9PblpMTFFuSmZST2N4NkRjT3ZFanVaRHhaeVpoclBLeFQtdTFrYXA4OHhzUXppSDg2R2t6YXZNTklvejhvbTVBajRYa1hJUF8zQzFNZUpwZ2pfN3A3LXhCcHhGWlFwWFJ3U1ZocHdUV0lUcXpyT003dkd1NUJZS3g4ckVFVUJkOHF2TkJOR0lyYUx0aW15MHp3N1JRSG9OaV9jc2FzU2RrTm80d1RlZDJ1cGtjYXBnMmhfWlRUZzFsVGN6WGR0QkU?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,光明日报,17 小時前
日本地震｜百年一遇大地震將殺到？ 專家：一週內發生概率很高,https://news.google.com/read/CBMipANBVV95cUxPaUdMSHozNHhIVWFQTWg5dml2TVZwZzAzVHFMUkRmbHQzeFA1NHo5S28yU2NiZU5ZRTMycHJWcElHQlEwR2ZhUDhBbkpUNnZiT3VqeHBnR3R1eHhmTVczVUctZzJRQlQ1VWZCT3hJVjJKaXg1Y3B5WE40QnBFLTRSZlY2ZFlxRVRXQ2RuT1FXWVVjM0JJcUN5b3I0QjZvZjJ4NlZFQ25GRHNfaVpHZWhCOXYwaHBxWkhUOGhWRmNYUUE0Z1g3ZnBFZ0g0TDFKYzZyeUpDVU5icGNrTXM2X3BmU252U2IybC14LUdRTURNWmhtMXNEMVdyNGpRRTN0STRxWmVZdWJJU1Nha2FtYVNfUjZHclcyd2djaE1MQ25jczFkRF82ZHFRQ1dtZnVwUlc4UHY5NW94ay1Fa1ViX3BtTEJIVTFmRmJ2c01NaW9QUl9WRkJ2d3BQLTlkaGxkbGVZT1NzV3g0VUs4dlhvSU92ejA5OVlRSkF4bW1wMmJLZ2ExUDRnenhlNE9oSlRmVC1MbmZNRjNKYV9tM3JoVmxBd2Z6a3Q?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港01,14 小時前
義大利南部地震規模5.3 尚無災情傳出,https://news.google.com/read/CBMiggFBVV95cUxQSkZaYVY4Qk11Ymg2alBiS2t3V29zQ0pxa3VFTVBHVXdJdHNBdU1Qd2FxQVF6cENmb3N3emtUNERmbk1mVEFyWTZuOTJNOXZtemFfUUJDMXhRcDByNmNidDdZeTFLSDBTUUFqNnA3UzhXYnJrR0xKSE1fcU1TSTlnd0pR0gFnQVVfeXFMTlhKVHpDb1ZCTC05OHVDV1hsaUhCS3FqM0dqaHI5bU5weU5HcUtXUlFiR0lHb2Q2NmNsZXhNY1A4R3YwdmhqT2RCdmZvb2d6U01vYjZnd254SWo3RGFGRGR3SHRabFg4WQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,世界新聞網,8 天前
日本東京都凌晨發生4.7級地震| 國際 | 2024-07-31,https://news.google.com/read/CBMi0gFBVV95cUxOUGN0ekJTbUd3VU1jcERHXzVGYTFCZjB0VEU2Vmw1S2pfLVczdzRnTEJzWGI4WUdBdjBzcEJiQ3cxR2g2a0FKaEJuMWp3aVhzbmJTMXFQNmpNMUw2Xy1ZUVJoeURhenh1OE5zeE1UX0x4WlFoeWhzVzFDMVJyTC15OTFHaTQxeDRKZFd4YVpTUWhwZlo0LXRYWXBxdHFYOC1UeUJONmV2LVMyVHFDODlwWEtlb29WUDVuZ1I0Uk02UExJN1duTVRZNmNqTjgySDZweVE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,光明日报,7月31日
